cycle_time,spt_policy,fifo_policy,random_policy
5.053063394392058,0,2500,0
5.685034461868272,0,2500,0
5.953578482040435,0,2500,0
5.875188942563521,0,2500,0
6.183323312541943,0,2500,0
6.470707264928833,0,2500,0
6.1001575181252194,0,2500,0
6.400028662700862,0,2500,0
6.505231518807622,0,2500,0
6.071536357656465,0,2500,0
5.826111277098001,0,2500,0
6.317354767641734,0,2500,0
6.077898003005711,0,2500,0
5.420987924412554,0,2500,0
6.243046178066865,0,2500,0
5.463610047452511,0,2500,0
5.761092708246955,0,2500,0
5.172156159287992,0,2500,0
6.0136208064899,0,2500,0
5.581227499329443,0,2500,0
6.527208664560119,0,2500,0
6.623174234955839,0,2500,0
5.142077492547963,0,2500,0
6.142068631292283,0,2500,0
5.371295929645533,0,2500,0
5.525793783007465,0,2500,0
6.604749663222402,0,2500,0
7.704650112931189,0,2500,0
5.875752632616709,0,2500,0
6.0453628156307975,0,2500,0
5.278300669159681,0,2500,0
5.4285655828511485,0,2500,0
5.424354074461608,0,2500,0
6.285707847956947,0,2500,0
6.007033586752126,0,2500,0
7.068634359882049,0,2500,0
5.345402004437853,0,2500,0
6.585435706906168,0,2500,0
5.9397389542360886,0,2500,0
5.714860969659801,0,2500,0
6.06770625129331,0,2500,0
5.638294996074439,0,2500,0
5.602664865396349,0,2500,0
6.450266816899401,0,2500,0
5.889441295645733,0,2500,0
6.124852374389521,0,2500,0
5.796009116678792,0,2500,0
5.796276287364458,0,2500,0
5.499248377926688,0,2500,0
5.5951883312439215,0,2500,0
5.710802729509807,0,2500,0
6.135372601575644,0,2500,0
6.442637324449754,0,2500,0
6.229797134501766,0,2500,0
6.905714145922463,0,2500,0
6.166302758698235,0,2500,0
6.304302342308804,0,2500,0
6.538171202654472,0,2500,0
5.109240972364366,0,2500,0
6.789381093766804,0,2500,0
5.785375044524367,0,2500,0
6.950006504988935,0,2500,0
5.741546564871415,0,2500,0
5.764574399857562,0,2500,0
5.885087819847338,0,2500,0
6.280904821107202,0,2500,0
5.510278004156788,0,2500,0
6.6149081341437865,0,2500,0
6.751848111174577,0,2500,0
6.296537790621942,0,2500,0
6.229248420370249,0,2500,0
5.855242370154464,0,2500,0
6.537909805041574,0,2500,0
5.82326938140572,0,2500,0
5.951963404923937,0,2500,0
6.519461032962965,0,2500,0
5.69232857288023,0,2500,0
5.200124592253773,0,2500,0
5.668473330144885,0,2500,0
6.1397902508898,0,2500,0
5.929711060800459,0,2500,0
5.636580253818104,0,2500,0
5.803637223720173,0,2500,0
5.508899487304478,0,2500,0
5.956917331997287,0,2500,0
5.862443649343122,0,2500,0
5.721442987398748,0,2500,0
5.762111971985915,0,2500,0
5.268316745293645,0,2500,0
5.860107254399536,0,2500,0
5.3618434751201205,0,2500,0
5.781080743047422,0,2500,0
6.381385713123251,0,2500,0
5.554621985021799,0,2500,0
5.908226157437967,0,2500,0
5.108526442650686,0,2500,0
5.299819892412829,0,2500,0
5.891107858079415,0,2500,0
5.220438535393844,0,2500,0
6.5820428158168856,0,2500,0
6.247080358641521,0,2500,0
6.2739200365812655,0,2500,0
5.922241401749332,0,2500,0
5.47063687222464,0,2500,0
6.2247652672117635,0,2500,0
6.114312572048621,0,2500,0
5.930728904168508,0,2500,0
4.866183514607133,0,2500,0
6.057956783069849,0,2500,0
5.212500217963693,0,2500,0
6.066754223141471,0,2500,0
5.201518965130453,0,2500,0
5.416142764212615,0,2500,0
5.484133345629286,0,2500,0
5.77133073821889,0,2500,0
5.416837816469023,0,2500,0
6.8209122670103435,0,2500,0
5.639735183282012,0,2500,0
5.7854639972640935,0,2500,0
5.250056761306958,0,2500,0
5.363180329065717,0,2500,0
5.704646699448339,0,2500,0
6.59066925150755,0,2500,0
5.161967268084254,0,2500,0
5.095580129090583,0,2500,0
5.263906452162363,0,2500,0
6.874983965411318,0,2500,0
5.756604868874213,0,2500,0
6.392958612165305,0,2500,0
5.837055875710904,0,2500,0
6.352494711621212,0,2500,0
5.017585691032991,0,2500,0
6.143199846932239,0,2500,0
5.965020158708534,0,2500,0
5.9828836549989415,0,2500,0
5.3760944427046935,0,2500,0
5.98297854162458,0,2500,0
6.292313095970507,0,2500,0
6.514285980731866,0,2500,0
5.116454109213309,0,2500,0
6.20779551690742,0,2500,0
7.073037217163815,0,2500,0
5.442163525475231,0,2500,0
5.227197599525166,0,2500,0
5.6414506034028795,0,2500,0
5.9433908558795165,0,2500,0
6.244444003044295,0,2500,0
6.411925395769202,0,2500,0
5.282783464271345,0,2500,0
4.887785151718463,0,2500,0
6.257187485884476,0,2500,0
6.3808501560984725,0,2500,0
5.922154273798409,0,2500,0
6.259847473105147,0,2500,0
6.415929042332409,0,2500,0
6.107741510111618,0,2500,0
6.4178907652981,0,2500,0
7.2721901112945915,0,2500,0
5.479935056925064,0,2500,0
5.419415319336719,0,2500,0
6.075138353019938,0,2500,0
5.620676133984021,0,2500,0
5.70504221850372,0,2500,0
5.529936968096713,0,2500,0
5.838121397212566,0,2500,0
6.207056136292186,0,2500,0
5.841807675544627,0,2500,0
5.999642289047017,0,2500,0
6.1702175525677125,0,2500,0
5.338730934631684,0,2500,0
6.02914785603091,0,2500,0
5.393922573523903,0,2500,0
5.674275829468184,0,2500,0
5.353369917593901,0,2500,0
5.9702583477918365,0,2500,0
5.365077905096799,0,2500,0
6.082752643640297,0,2500,0
5.4850919547294135,0,2500,0
6.074330297526973,0,2500,0
5.613025824150673,0,2500,0
6.6220927201164335,0,2500,0
5.538828473065495,0,2500,0
6.0065348648041095,0,2500,0
6.407113191359223,0,2500,0
5.807465129272312,0,2500,0
6.234033746241061,0,2500,0
5.712784175023621,0,2500,0
5.6976818196815175,0,2500,0
6.385142275452041,0,2500,0
7.285905563868515,0,2500,0
5.702323471022408,0,2500,0
7.142860388721412,0,2500,0
6.486486205990377,0,2500,0
5.372110808124807,0,2500,0
5.486492517192484,0,2500,0
6.050690951224706,0,2500,0
7.107269680483887,0,2500,0
5.544371383017429,0,2500,0
5.987341383768436,0,2500,0
5.833491322250292,0,2500,0
5.359085446409894,0,2500,0
5.986947127376475,0,2500,0
6.595024677124363,0,2500,0
6.230988573967231,0,2500,0
5.257344134249818,0,2500,0
6.715140061248989,0,2500,0
5.490838684981045,0,2500,0
6.037591515010166,0,2500,0
5.4589678963998125,0,2500,0
5.415658323700798,0,2500,0
6.43228401964715,0,2500,0
6.469666077263697,0,2500,0
6.755400981129054,0,2500,0
5.937129593760591,0,2500,0
6.997907852836583,0,2500,0
6.692837716069311,0,2500,0
4.983160231315891,0,2500,0
5.863445048829542,0,2500,0
6.522465756700527,0,2500,0
6.198258126307317,0,2500,0
6.007004574541775,0,2500,0
5.24643019322169,0,2500,0
5.6353328340752125,0,2500,0
7.322448108835027,0,2500,0
6.319814088939522,0,2500,0
5.802206174489417,0,2500,0
6.942152030340236,0,2500,0
6.141252789934097,0,2500,0
6.274028376653488,0,2500,0
6.122911632890705,0,2500,0
5.408756691109553,0,2500,0
6.2570614035796295,0,2500,0
5.776427584228877,0,2500,0
6.036564791590598,0,2500,0
5.780867996084613,0,2500,0
6.027636971669568,0,2500,0
5.599027901074646,0,2500,0
5.292957224508185,0,2500,0
6.284242116186348,0,2500,0
5.173955080250474,0,2500,0
5.376172837705624,0,2500,0
6.9586265794044015,0,2500,0
6.049837757886819,0,2500,0
6.113140217907097,0,2500,0
5.690683696240949,0,2500,0
4.689681110423096,0,2500,0
5.1878304202885435,0,2500,0
6.116962950584359,0,2500,0
5.410505474229931,0,2500,0
6.766683597212747,0,2500,0
5.777535625843157,0,2500,0
6.439218406438898,0,2500,0
7.2070295964346585,0,2500,0
5.341318997070584,0,2500,0
6.000091820026544,0,2500,0
6.433961727595603,0,2500,0
5.246555076416297,0,2500,0
5.594140745010101,0,2500,0
5.431291206769731,0,2500,0
6.32717511052689,0,2500,0
5.792631802906847,0,2500,0
6.434143924468786,0,2500,0
5.729976587747431,0,2500,0
7.781638428387324,0,2500,0
7.102628079617673,0,2500,0
6.157197570770737,0,2500,0
5.5336106721700045,0,2500,0
5.833367392705012,0,2500,0
5.915712443296599,0,2500,0
5.84509268921804,0,2500,0
5.449280935036122,0,2500,0
5.736258684369838,0,2500,0
5.425629320245783,0,2500,0
5.574535639916688,0,2500,0
5.9689425767435305,0,2500,0
5.879009480150669,0,2500,0
6.582024251706058,0,2500,0
7.725813339947247,0,2500,0
5.462382729808203,0,2500,0
5.514638334653959,0,2500,0
6.306449916405841,0,2500,0
6.622353515294577,0,2500,0
5.347491907048864,0,2500,0
5.444286134880071,0,2500,0
5.845410913863924,0,2500,0
5.715813040844024,0,2500,0
6.059351860080803,0,2500,0
6.548176781489868,0,2500,0
5.636624582212149,0,2500,0
7.1807072047370735,0,2500,0
6.002412742578349,0,2500,0
6.084550781553291,0,2500,0
6.1692428549047795,0,2500,0
6.109406607200979,0,2500,0
5.420161689218994,0,2500,0
5.378442351160098,0,2500,0
5.603884310814257,0,2500,0
5.264020010002179,0,2500,0
6.147974240144317,0,2500,0
5.738944814268059,0,2500,0
