cycle_time,spt_policy,fifo_policy,hrrn_policy,longest_queue_policy,shortest_queue_policy,least_flexible_resource_policy,most_flexible_resource_policy,least_flexible_activity_policy,most_flexible_activity_policy
8.869144802160069,0,0,0,1053,0,0,0,3947,0
9.868279453296212,0,0,0,968,0,0,0,4032,0
9.891938972017273,0,0,0,1063,0,0,0,3937,0
13.367571254561163,0,0,0,956,0,0,0,4044,0
12.617360349442027,0,0,0,803,0,0,0,4197,0
11.174834369564609,0,0,0,861,0,0,0,4139,0
10.522813848956844,0,0,0,924,0,0,0,4076,0
10.718642871729687,0,0,0,990,0,0,0,4010,0
16.27305222295005,0,0,0,767,0,0,0,4233,0
8.91040991822629,0,0,0,1082,0,0,0,3918,0
9.264378665753261,0,0,0,997,0,0,0,4003,0
9.578274299520112,0,0,0,1067,0,0,0,3933,0
11.027386681498848,0,0,0,954,0,0,0,4046,0
9.556788089978333,0,0,0,1066,0,0,0,3934,0
12.99153932456972,0,0,0,949,0,0,0,4051,0
10.387174334938683,0,0,0,971,0,0,0,4029,0
10.971526489500325,0,0,0,930,0,0,0,4070,0
9.382081815243982,0,0,0,1173,0,0,0,3827,0
14.114185497841154,0,0,0,840,0,0,0,4160,0
11.658034852761475,0,0,0,843,0,0,0,4157,0
10.020340605334829,0,0,0,989,0,0,0,4011,0
9.59243675824438,0,0,0,944,0,0,0,4056,0
8.902865086998961,0,0,0,1017,0,0,0,3983,0
9.047640680575347,0,0,0,1121,0,0,0,3879,0
7.980461216204522,0,0,0,1182,0,0,0,3818,0
10.661067558873818,0,0,0,1004,0,0,0,3996,0
9.206243464942197,0,0,0,1158,0,0,0,3842,0
7.939101023050991,0,0,0,1145,0,0,0,3855,0
8.148955466196494,0,0,0,1214,0,0,0,3786,0
9.892046797687803,0,0,0,957,0,0,0,4043,0
10.891382921254664,0,0,0,827,0,0,0,4173,0
10.75404023235336,0,0,0,939,0,0,0,4061,0
9.099900509934846,0,0,0,1133,0,0,0,3867,0
7.957352421643686,0,0,0,1184,0,0,0,3816,0
9.321017011608212,0,0,0,1083,0,0,0,3917,0
9.908087646928868,0,0,0,998,0,0,0,4002,0
10.165530343489122,0,0,0,1047,0,0,0,3953,0
9.418934581787116,0,0,0,974,0,0,0,4026,0
8.175334694994381,0,0,0,1124,0,0,0,3876,0
11.341992708917651,0,0,0,844,0,0,0,4156,0
8.72817286129719,0,0,0,1063,0,0,0,3937,0
10.116306805546147,0,0,0,1068,0,0,0,3932,0
7.666299225292131,0,0,0,1189,0,0,0,3811,0
9.424916655420843,0,0,0,988,0,0,0,4012,0
9.969360055179402,0,0,0,1078,0,0,0,3922,0
10.190526985252816,0,0,0,822,0,0,0,4178,0
8.114141755105148,0,0,0,1157,0,0,0,3843,0
9.250417963990413,0,0,0,1113,0,0,0,3887,0
9.150794970077127,0,0,0,1100,0,0,0,3900,0
11.317659445936863,0,0,0,763,0,0,0,4237,0
8.890163315217455,0,0,0,1061,0,0,0,3939,0
8.169486163341706,0,0,0,1002,0,0,0,3998,0
9.846690465480979,0,0,0,970,0,0,0,4030,0
8.362714582928797,0,0,0,1081,0,0,0,3919,0
10.742689838144706,0,0,0,989,0,0,0,4011,0
8.587339631811664,0,0,0,1064,0,0,0,3936,0
8.02203398015261,0,0,0,1226,0,0,0,3774,0
7.9049593922981485,0,0,0,1216,0,0,0,3784,0
8.842638744035991,0,0,0,1184,0,0,0,3816,0
7.882054094474155,0,0,0,1291,0,0,0,3709,0
9.679528622081879,0,0,0,921,0,0,0,4079,0
9.783718718198347,0,0,0,872,0,0,0,4128,0
10.279520162568689,0,0,0,956,0,0,0,4044,0
8.586781417855262,0,0,0,1094,0,0,0,3906,0
10.088135379309463,0,0,0,997,0,0,0,4003,0
10.715390773232068,0,0,0,949,0,0,0,4051,0
11.966212242923074,0,0,0,836,0,0,0,4164,0
8.648335592981999,0,0,0,1013,0,0,0,3987,0
9.291641507817605,0,0,0,1044,0,0,0,3956,0
10.891629852017175,0,0,0,986,0,0,0,4014,0
8.409592754944253,0,0,0,1128,0,0,0,3872,0
10.556345013122321,0,0,0,888,0,0,0,4112,0
10.102234082328362,0,0,0,954,0,0,0,4046,0
11.10915464286905,0,0,0,925,0,0,0,4075,0
10.637902584784007,0,0,0,951,0,0,0,4049,0
9.58035107081281,0,0,0,928,0,0,0,4072,0
11.310377070295548,0,0,0,951,0,0,0,4049,0
11.951391390491823,0,0,0,1011,0,0,0,3989,0
9.25175582632816,0,0,0,1066,0,0,0,3934,0
11.142659106948154,0,0,0,958,0,0,0,4042,0
9.338378237941084,0,0,0,1002,0,0,0,3998,0
9.920538699666816,0,0,0,1017,0,0,0,3983,0
8.876668736313915,0,0,0,1189,0,0,0,3811,0
13.592421280295463,0,0,0,841,0,0,0,4159,0
8.550225142037764,0,0,0,1068,0,0,0,3932,0
9.09343226157153,0,0,0,996,0,0,0,4004,0
9.522961357380522,0,0,0,1082,0,0,0,3918,0
11.852335109047882,0,0,0,867,0,0,0,4133,0
8.031644249746229,0,0,0,1299,0,0,0,3701,0
11.390142585351233,0,0,0,920,0,0,0,4080,0
10.237882965933144,0,0,0,946,0,0,0,4054,0
8.228303505122168,0,0,0,1152,0,0,0,3848,0
8.895839306763309,0,0,0,1151,0,0,0,3849,0
9.05392862841608,0,0,0,981,0,0,0,4019,0
8.601541051729725,0,0,0,1050,0,0,0,3950,0
7.19091151441555,0,0,0,1313,0,0,0,3687,0
7.5929728056618755,0,0,0,1241,0,0,0,3759,0
9.73536142008397,0,0,0,1151,0,0,0,3849,0
10.232112877339144,0,0,0,1120,0,0,0,3880,0
12.286972533538533,0,0,0,1074,0,0,0,3926,0
9.14766503235186,0,0,0,1096,0,0,0,3904,0
9.620101435540695,0,0,0,1017,0,0,0,3983,0
10.033400916162156,0,0,0,968,0,0,0,4032,0
12.516633341351405,0,0,0,830,0,0,0,4170,0
9.087520119464953,0,0,0,1015,0,0,0,3985,0
10.059676496505917,0,0,0,1048,0,0,0,3952,0
12.32528531413079,0,0,0,832,0,0,0,4168,0
9.83434671991041,0,0,0,1116,0,0,0,3884,0
11.812486475300611,0,0,0,910,0,0,0,4090,0
10.478353802912228,0,0,0,859,0,0,0,4141,0
10.835722862243818,0,0,0,903,0,0,0,4097,0
8.824198307007896,0,0,0,1159,0,0,0,3841,0
9.728760721843084,0,0,0,980,0,0,0,4020,0
10.127753367084738,0,0,0,957,0,0,0,4043,0
10.821081891269996,0,0,0,1007,0,0,0,3993,0
7.833916473942771,0,0,0,1147,0,0,0,3853,0
9.296515500089342,0,0,0,1122,0,0,0,3878,0
7.615660403055081,0,0,0,1205,0,0,0,3795,0
9.839529655564792,0,0,0,969,0,0,0,4031,0
10.941592688216817,0,0,0,970,0,0,0,4030,0
8.838665895608345,0,0,0,1099,0,0,0,3901,0
7.1691901185202935,0,0,0,1311,0,0,0,3689,0
10.366042118094693,0,0,0,947,0,0,0,4053,0
8.9021969104161,0,0,0,1091,0,0,0,3909,0
7.127687584037444,0,0,0,1321,0,0,0,3679,0
9.869708961888286,0,0,0,1018,0,0,0,3982,0
11.916570398327085,0,0,0,879,0,0,0,4121,0
9.631153481823377,0,0,0,847,0,0,0,4153,0
9.857293441865574,0,0,0,919,0,0,0,4081,0
7.969799894291807,0,0,0,1276,0,0,0,3724,0
10.702619551179279,0,0,0,872,0,0,0,4128,0
9.20900221285372,0,0,0,1060,0,0,0,3940,0
8.343566343101942,0,0,0,1171,0,0,0,3829,0
13.771326531907754,0,0,0,760,0,0,0,4240,0
11.284477935814289,0,0,0,1104,0,0,0,3896,0
8.015792776644808,0,0,0,1230,0,0,0,3770,0
10.008771178243958,0,0,0,1045,0,0,0,3955,0
9.94747414309708,0,0,0,843,0,0,0,4157,0
9.91099437552223,0,0,0,1031,0,0,0,3969,0
8.926016981829289,0,0,0,988,0,0,0,4012,0
13.171315119881472,0,0,0,781,0,0,0,4219,0
10.479019004500145,0,0,0,1029,0,0,0,3971,0
10.319970572841497,0,0,0,1106,0,0,0,3894,0
11.083651715866518,0,0,0,933,0,0,0,4067,0
10.20598628894319,0,0,0,992,0,0,0,4008,0
11.051573568311543,0,0,0,837,0,0,0,4163,0
8.72426608471339,0,0,0,987,0,0,0,4013,0
11.482260512598907,0,0,0,811,0,0,0,4189,0
8.336210719859222,0,0,0,1078,0,0,0,3922,0
8.759774064770333,0,0,0,939,0,0,0,4061,0
11.959229995813619,0,0,0,1015,0,0,0,3985,0
11.961468945123464,0,0,0,892,0,0,0,4108,0
9.81683549993342,0,0,0,964,0,0,0,4036,0
9.402992740463667,0,0,0,1044,0,0,0,3956,0
8.868462128830041,0,0,0,1103,0,0,0,3897,0
10.628647304737287,0,0,0,848,0,0,0,4152,0
7.99615978495815,0,0,0,1126,0,0,0,3874,0
8.774092825969332,0,0,0,1262,0,0,0,3738,0
10.436218794665882,0,0,0,885,0,0,0,4115,0
11.409933423422169,0,0,0,922,0,0,0,4078,0
8.775322044766352,0,0,0,1091,0,0,0,3909,0
9.758269537922002,0,0,0,987,0,0,0,4013,0
8.257347185450191,0,0,0,1216,0,0,0,3784,0
9.182090699178246,0,0,0,1061,0,0,0,3939,0
7.446743391011776,0,0,0,1262,0,0,0,3738,0
8.905413790907508,0,0,0,1093,0,0,0,3907,0
9.182327001401816,0,0,0,855,0,0,0,4145,0
9.41424041215115,0,0,0,1014,0,0,0,3986,0
7.811660728077284,0,0,0,1230,0,0,0,3770,0
8.510966573662921,0,0,0,1047,0,0,0,3953,0
10.267320426539436,0,0,0,919,0,0,0,4081,0
12.14137745592161,0,0,0,912,0,0,0,4088,0
10.06983855196132,0,0,0,981,0,0,0,4019,0
10.448406929806287,0,0,0,910,0,0,0,4090,0
11.41614322096031,0,0,0,1041,0,0,0,3959,0
8.4490827525307,0,0,0,1286,0,0,0,3714,0
9.662645119384061,0,0,0,1014,0,0,0,3986,0
10.070836139234329,0,0,0,929,0,0,0,4071,0
9.294437579613698,0,0,0,978,0,0,0,4022,0
10.742025488496425,0,0,0,850,0,0,0,4150,0
9.612807992315489,0,0,0,955,0,0,0,4045,0
8.695115018155157,0,0,0,1143,0,0,0,3857,0
8.680239289988261,0,0,0,1055,0,0,0,3945,0
8.37567705657507,0,0,0,1125,0,0,0,3875,0
9.61724830303661,0,0,0,1028,0,0,0,3972,0
8.766391269926988,0,0,0,1018,0,0,0,3982,0
10.745217343259432,0,0,0,880,0,0,0,4120,0
8.854703717326473,0,0,0,1095,0,0,0,3905,0
7.828163155293098,0,0,0,1204,0,0,0,3796,0
10.566027802054553,0,0,0,965,0,0,0,4035,0
8.88273545177564,0,0,0,982,0,0,0,4018,0
7.937343586910878,0,0,0,1104,0,0,0,3896,0
12.104982959866806,0,0,0,929,0,0,0,4071,0
11.057844321528746,0,0,0,979,0,0,0,4021,0
8.642259183466756,0,0,0,1154,0,0,0,3846,0
11.54794233274552,0,0,0,909,0,0,0,4091,0
9.536217077544315,0,0,0,978,0,0,0,4022,0
12.169405517216731,0,0,0,819,0,0,0,4181,0
9.177109258252724,0,0,0,1027,0,0,0,3973,0
11.248711617425277,0,0,0,1036,0,0,0,3964,0
11.614492051655768,0,0,0,819,0,0,0,4181,0
11.48073870149108,0,0,0,1052,0,0,0,3948,0
11.909341414272651,0,0,0,902,0,0,0,4098,0
9.209465466982724,0,0,0,1057,0,0,0,3943,0
7.911390859304965,0,0,0,1279,0,0,0,3721,0
8.774271874998652,0,0,0,1217,0,0,0,3783,0
7.716197034843244,0,0,0,1202,0,0,0,3798,0
8.489321553688669,0,0,0,1185,0,0,0,3815,0
12.294692343796374,0,0,0,770,0,0,0,4230,0
13.6462389856608,0,0,0,742,0,0,0,4258,0
10.544430122945764,0,0,0,848,0,0,0,4152,0
9.560266211690546,0,0,0,1040,0,0,0,3960,0
9.432228259286592,0,0,0,985,0,0,0,4015,0
9.441113392371964,0,0,0,1071,0,0,0,3929,0
8.340276627586505,0,0,0,1200,0,0,0,3800,0
9.290012425728827,0,0,0,1133,0,0,0,3867,0
11.73605021283651,0,0,0,675,0,0,0,4325,0
8.350489841005354,0,0,0,1082,0,0,0,3918,0
10.34694392861411,0,0,0,949,0,0,0,4051,0
12.149462808117844,0,0,0,1085,0,0,0,3915,0
9.76578980567285,0,0,0,992,0,0,0,4008,0
9.961860470614582,0,0,0,990,0,0,0,4010,0
8.532375705602494,0,0,0,971,0,0,0,4029,0
