cycle_time,spt_policy,fifo_policy,hrrn_policy,longest_queue_policy,shortest_queue_policy
9.688053312980118,0,4032,0,968,0
7.905480257499595,0,3939,0,1061,0
6.981650027124793,0,3799,0,1201,0
11.209519016945753,0,4085,0,915,0
11.341549980191012,0,4221,0,779,0
9.306602231932263,0,3950,0,1050,0
9.604625269232978,0,4149,0,851,0
10.119328373994373,0,4174,0,826,0
9.857238844801053,0,3967,0,1033,0
10.917903067317216,0,4148,0,852,0
8.690138692221144,0,4020,0,980,0
10.551845831941673,0,4003,0,997,0
8.927318932102573,0,3889,0,1111,0
8.208106302175981,0,3948,0,1052,0
9.31438107079755,0,3929,0,1071,0
13.316875716704423,0,4324,0,676,0
10.209287989575653,0,3982,0,1018,0
12.595504216271022,0,4163,0,837,0
8.021981595632878,0,3805,0,1195,0
10.901687528700247,0,4093,0,907,0
10.037578167172253,0,4136,0,864,0
8.922669317945635,0,3951,0,1049,0
8.922577139367046,0,4059,0,941,0
9.387059667146321,0,4101,0,899,0
8.81829030274901,0,3979,0,1021,0
8.400122273132324,0,3950,0,1050,0
8.407075534769632,0,3930,0,1070,0
11.681748136128165,0,4229,0,771,0
8.342250017386617,0,3898,0,1102,0
8.50606665068425,0,4015,0,985,0
11.964569995426036,0,4199,0,801,0
8.459907688840193,0,3936,0,1064,0
12.911921535614729,0,4309,0,691,0
10.97136409463878,0,3995,0,1005,0
10.1451276528648,0,4112,0,888,0
8.998816609527603,0,3975,0,1025,0
8.004434087620284,0,3959,0,1041,0
14.40191428253913,0,4231,0,769,0
9.760867415492344,0,4148,0,852,0
8.340804011236077,0,4020,0,980,0
10.489810048854086,0,4020,0,980,0
11.961478270991428,0,4187,0,813,0
9.427650317174864,0,4095,0,905,0
10.866407348139763,0,4118,0,882,0
11.521392519085996,0,4291,0,709,0
12.794278755740779,0,4145,0,855,0
10.39578943493055,0,4084,0,916,0
12.23088468762444,0,4142,0,858,0
8.845586690094516,0,4012,0,988,0
10.59684761704537,0,4090,0,910,0
8.380271277563027,0,4005,0,995,0
7.712221143620244,0,3975,0,1025,0
10.31733236221851,0,3986,0,1014,0
8.810849434840101,0,3947,0,1053,0
8.826457779063348,0,3943,0,1057,0
9.735986334844675,0,4000,0,1000,0
8.008934520997538,0,3896,0,1104,0
11.716058739051547,0,4140,0,860,0
9.866128036579571,0,4033,0,967,0
8.747345000906563,0,3978,0,1022,0
8.49870441313489,0,3920,0,1080,0
8.663341591592786,0,4040,0,960,0
8.338907602891185,0,4020,0,980,0
9.212663942298402,0,4070,0,930,0
8.95070159173318,0,4094,0,906,0
9.515729652076237,0,4057,0,943,0
9.715667755753005,0,4053,0,947,0
9.82757227094945,0,4132,0,868,0
9.302657823027271,0,4002,0,998,0
8.290476139562323,0,3913,0,1087,0
10.635326986771817,0,4167,0,833,0
11.51607869781679,0,4175,0,825,0
8.454415400728076,0,3954,0,1046,0
8.6151281564302,0,3946,0,1054,0
10.369892358582833,0,4121,0,879,0
9.489428731759688,0,3998,0,1002,0
8.892488981471999,0,4036,0,964,0
10.14035592453161,0,3994,0,1006,0
8.771068589362315,0,3919,0,1081,0
8.881435857336784,0,3987,0,1013,0
11.87554225275919,0,4239,0,761,0
10.989794593798667,0,4152,0,848,0
9.0250488358245,0,4087,0,913,0
8.85668126676323,0,3981,0,1019,0
8.236951201629847,0,3942,0,1058,0
8.348034946721565,0,4023,0,977,0
9.879320567249405,0,4095,0,905,0
13.3728865152101,0,4231,0,769,0
10.2121677528564,0,4047,0,953,0
11.961709602899296,0,4305,0,695,0
9.092011183292264,0,4017,0,983,0
8.562897175517648,0,3950,0,1050,0
9.715197324922627,0,4026,0,974,0
10.259499940903119,0,4069,0,931,0
10.17190805992786,0,4151,0,849,0
9.329460410734123,0,3917,0,1083,0
9.768594078210036,0,4033,0,967,0
9.164850623249983,0,3942,0,1058,0
10.863438469633245,0,4160,0,840,0
9.809989745918617,0,4073,0,927,0
9.52814906399532,0,4090,0,910,0
7.664374521732717,0,3854,0,1146,0
10.6831505401548,0,4109,0,891,0
7.973543742436447,0,3937,0,1063,0
9.00921840798119,0,3982,0,1018,0
13.015351221487462,0,4193,0,807,0
8.775817284494122,0,4023,0,977,0
10.975553727133411,0,4045,0,955,0
12.607142865045697,0,4129,0,871,0
8.06012377727793,0,3921,0,1079,0
11.342483948551815,0,4166,0,834,0
8.468497345353489,0,4012,0,988,0
11.225581110334462,0,4178,0,822,0
8.248816095144111,0,3919,0,1081,0
10.600368098042221,0,4133,0,867,0
8.977323333022364,0,3827,0,1173,0
11.818927997415592,0,4087,0,913,0
9.651146061185152,0,3990,0,1010,0
9.538146400654412,0,4063,0,937,0
9.007503591367593,0,4070,0,930,0
9.294154686993544,0,4027,0,973,0
9.234730891262751,0,3973,0,1027,0
10.213914266529653,0,4022,0,978,0
9.139363229401399,0,4004,0,996,0
14.569767630541548,0,4250,0,750,0
9.882982206737188,0,4096,0,904,0
10.512689625389102,0,4157,0,843,0
9.045112840525627,0,3969,0,1031,0
9.497404499825597,0,4109,0,891,0
9.325120378281099,0,4045,0,955,0
8.94274811613331,0,3976,0,1024,0
8.924328991639438,0,4058,0,942,0
9.258477028616452,0,4009,0,991,0
9.089049804167402,0,4029,0,971,0
10.803382451205175,0,4045,0,955,0
19.376524152231458,0,4304,0,696,0
9.640181958276402,0,4071,0,929,0
8.963118705541612,0,4013,0,987,0
11.731678554248496,0,4073,0,927,0
10.230669268871516,0,4199,0,801,0
10.596867804689635,0,4024,0,976,0
11.919645461952888,0,4116,0,884,0
11.223855691615338,0,4084,0,916,0
8.747510869051997,0,4030,0,970,0
8.04094895019464,0,3911,0,1089,0
12.643089270994546,0,4170,0,830,0
10.499348369511875,0,4048,0,952,0
11.221355408849911,0,4103,0,897,0
9.774816486684397,0,4066,0,934,0
10.63886336592075,0,4169,0,831,0
10.600721005351119,0,4131,0,869,0
11.885000966049015,0,4232,0,768,0
8.70028179817612,0,3922,0,1078,0
9.152806065178183,0,4049,0,951,0
9.149462778237718,0,3948,0,1052,0
10.07033464840992,0,4133,0,867,0
10.257953553041474,0,4167,0,833,0
9.372013428942948,0,4069,0,931,0
8.900355770338061,0,4081,0,919,0
11.51287614261706,0,4033,0,967,0
13.141385661665685,0,4313,0,687,0
13.292147867298045,0,4318,0,682,0
9.749484092868613,0,4025,0,975,0
8.68534199138294,0,4036,0,964,0
8.404227650558228,0,3857,0,1143,0
10.119805598745993,0,4092,0,908,0
11.736145356918646,0,4094,0,906,0
9.343418654816078,0,4110,0,890,0
8.570493037473112,0,3989,0,1011,0
8.277585131782368,0,3916,0,1084,0
9.812157566181085,0,4098,0,902,0
8.401122246979018,0,3990,0,1010,0
10.715493136713587,0,4127,0,873,0
8.622221606119986,0,3973,0,1027,0
13.266961718814521,0,4197,0,803,0
8.518693254721889,0,3880,0,1120,0
8.158630144811925,0,3928,0,1072,0
9.549968222844607,0,4144,0,856,0
10.49085179002084,0,4113,0,887,0
9.273839418081751,0,4054,0,946,0
9.619728176975718,0,4017,0,983,0
10.093207097870074,0,4033,0,967,0
8.524148886523014,0,4026,0,974,0
11.581639203123608,0,4124,0,876,0
11.592551434616883,0,4000,0,1000,0
10.304645530365894,0,4023,0,977,0
12.117158735297258,0,4271,0,729,0
12.77426484565715,0,4097,0,903,0
10.203321740380472,0,4065,0,935,0
11.259057203874878,0,4261,0,739,0
9.08059115238572,0,3981,0,1019,0
10.341264913381767,0,4117,0,883,0
9.102963578125252,0,4035,0,965,0
8.309017102738832,0,3971,0,1029,0
15.928448924989977,0,4255,0,745,0
8.647263068257923,0,3887,0,1113,0
8.740595931495546,0,3989,0,1011,0
10.902895712294569,0,4149,0,851,0
15.657094677126864,0,4266,0,734,0
8.00248252875065,0,3881,0,1119,0
9.706776206391215,0,4025,0,975,0
9.731534670752959,0,4102,0,898,0
9.54175497729331,0,4082,0,918,0
9.119601861777674,0,3955,0,1045,0
11.376308601649907,0,4241,0,759,0
9.458863862744774,0,4022,0,978,0
11.573659508476476,0,4104,0,896,0
14.456528346277352,0,4245,0,755,0
8.71369854748123,0,4024,0,976,0
7.547746869072622,0,3872,0,1128,0
7.863146552261251,0,3902,0,1098,0
9.629803390847899,0,4128,0,872,0
9.305761141327961,0,4055,0,945,0
8.896777972455888,0,4000,0,1000,0
10.415791835174373,0,4079,0,921,0
10.62812747137113,0,4188,0,812,0
9.766227246737996,0,4103,0,897,0
8.215883294585815,0,3893,0,1107,0
8.230890162528494,0,3964,0,1036,0
9.32033895681982,0,3996,0,1004,0
9.525357545232174,0,4141,0,859,0
11.792386735499031,0,4110,0,890,0
10.012781637429118,0,4150,0,850,0
13.267783468923406,0,4187,0,813,0
12.008558925407518,0,4178,0,822,0
10.178761752554587,0,4164,0,836,0
10.710269723323936,0,4137,0,863,0
9.89118116057667,0,4104,0,896,0
12.709277833449937,0,4208,0,792,0
8.743564428309282,0,3968,0,1032,0
10.089375212437657,0,4051,0,949,0
12.521250740491071,0,4204,0,796,0
9.468742200035244,0,4124,0,876,0
9.196604285649194,0,3846,0,1154,0
10.492647460815684,0,3967,0,1033,0
