cycle_time,spt_policy,fifo_policy,hrrn_policy,longest_queue_policy,shortest_queue_policy
7.938701420862273,8768,1353,5310,1421,3298
9.325145544575646,8615,1430,4130,2662,2446
8.716433593218785,7543,1115,5691,2948,1747
8.845081275589255,7367,1142,5620,3635,1683
10.3633288647547,8761,1565,5318,1697,2086
7.980612523153276,8368,945,6046,2462,1396
6.553970950570555,7122,1284,6460,2549,2003
8.210866183197616,6876,984,6056,3728,2207
9.252577129261478,9534,1187,4931,2017,1832
7.79038354528098,8309,1239,5191,2141,2672
6.028861663206815,6249,1034,7466,2621,2353
6.51533509648519,7812,1221,6405,2397,1683
10.873494053931244,10908,767,4480,1695,1546
8.890195391328858,8547,894,5020,2817,2319
7.0517549824420795,9603,1565,3597,3087,1888
8.311242384843801,8988,867,5010,2665,1923
6.7432204610597255,7282,1041,5530,3057,2211
9.746892969490453,8692,1697,4250,3326,1732
10.134151237553045,8537,1409,4619,2522,2730
7.782701568743427,9263,859,5536,1733,1985
9.072441618887591,7391,1082,6303,2698,2337
7.487564527157403,7037,1360,8064,1810,1579
9.693058778101783,9683,1259,5078,2037,1929
8.467166190294577,7269,978,5799,2984,2580
10.667868753721393,9067,818,5829,1908,2157
9.027948649100688,11015,1082,4412,1833,1791
7.624923319894429,7380,1401,5375,2691,2441
10.706449690539626,10073,661,4930,2108,1606
7.633619837898285,8828,1075,5440,2072,2267
6.046313227330167,7836,1070,5765,2755,2051
8.063972247227552,8410,577,5635,2956,2122
7.685550633734071,7870,946,5823,2565,2443
8.945827651246937,9469,916,5458,2055,2113
7.779382285661471,8198,1522,4996,3200,1779
9.388783573566386,9741,1546,4747,1833,1952
8.554724775985926,10089,890,4881,2462,1829
7.286316114211675,6724,927,7143,2639,1835
8.083009663077846,7672,1266,7415,2591,1175
6.978126290704281,7569,1473,6302,3126,1622
4.999656750086155,6643,1735,6393,2554,1783
7.218292251074569,8448,1000,5513,2788,2208
8.090195230158974,8835,1257,5050,2269,2353
8.503709392303842,10652,1643,3990,1631,1595
6.286381519977842,6755,842,7366,1983,2201
7.3372353090379825,9714,934,4832,2649,2256
7.68801611030014,7647,875,6238,2994,1744
8.458920334664148,9753,850,5928,1875,1552
8.073717887471311,8528,713,6004,1440,2458
8.678991796431644,10197,632,5212,1946,1955
6.042505303957507,6336,1396,5841,3580,2342
7.717679409939612,7181,962,6298,3304,1580
7.847473821431727,7779,901,5335,2311,2826
10.069345525817633,7503,1157,6203,2501,1861
6.968059735647665,6622,1257,6624,3258,1828
8.671344747542925,8531,1330,4452,3045,1912
8.780252467864928,8753,1084,6050,2016,2177
5.734456064187704,5737,961,6850,3977,2383
8.626160796693537,9459,909,5989,1619,1214
8.40219435809193,5344,1521,6384,3959,2231
7.836854277941303,6610,1137,7731,1881,1986
8.393592698653494,9018,1643,6076,1614,1105
7.7415921648922374,7457,944,6557,2617,2063
8.398049131285509,9529,1158,4199,2379,2239
7.5859576784658085,8035,1398,5775,2342,2143
9.200224220871359,6480,1188,5949,4165,1273
8.853827890341694,8775,964,5859,1703,2397
6.452273126629171,8886,1223,3687,3068,2049
9.667427348013735,10613,646,4385,2006,1949
8.98899638679408,8693,970,4402,2954,2353
7.0087306023642695,9056,979,5523,2014,2043
7.86360398365822,7046,1347,5489,3011,2356
8.332192740099345,8386,1305,4634,3768,1189
8.080988166184582,6711,1558,6044,2883,2078
8.037305707287825,7544,1259,6206,1693,2922
8.705218070064515,8343,1144,4259,1982,3487
10.030661808552017,8433,1123,6308,1716,1926
8.434619480454883,8085,1092,6010,2348,1899
8.511065323056375,8079,885,5631,2418,2399
9.099745724346123,8633,1107,6206,2122,1595
7.357069197311862,9891,1182,4874,2149,1678
7.243980674417056,8769,1059,6350,2553,1279
7.386253860517867,7530,774,6490,2124,2253
9.082498845345379,8418,914,5831,3077,1349
10.19728375925017,10103,1096,4753,1594,2081
8.148238070625121,9428,930,5111,2058,2091
9.304946987040163,7795,1488,4599,3634,2387
8.781074509689255,10208,1540,3923,2151,2005
8.374510280435821,7730,1419,5653,2505,2280
7.801260045858094,6930,1117,6773,2667,2540
7.244151743533858,7757,1146,7218,2051,1660
9.313227258479875,10872,834,5162,1194,1741
11.95667074476504,9631,1094,6616,1429,1724
10.553817897948784,7841,1563,5655,2410,1618
6.66196790811393,7039,990,6622,2825,2044
5.821455812938163,6588,1188,6690,3764,1367
6.624958652892765,8137,884,5774,2586,2086
7.583283199191096,9328,957,5359,2048,1936
10.645633179089861,8628,819,5972,1905,1958
7.85121417599753,7621,867,4822,2706,2846
10.431229908027873,9948,794,4692,2256,1793
7.587665145304686,7567,865,6642,2710,1777
6.697706989663935,9918,721,4914,2509,1395
8.152331672613922,7666,841,6557,2378,1767
7.634133514841234,8273,1093,6732,1729,1551
7.106619294963077,8207,756,6473,1806,2371
9.327074665366215,9035,1007,6090,1960,1565
9.374430537211,10240,1331,3400,2045,2569
7.930494659964548,7924,845,7218,1427,2293
11.473756439999626,8095,1206,6517,1433,2002
9.050021178465078,8634,1505,3985,3376,2481
6.995225734781429,8379,652,5540,2665,2655
10.880714430951326,7926,1254,6603,2256,1930
7.019810770545242,8665,1190,5211,2088,2202
10.110820797050605,8726,972,5140,2518,2274
9.242597307052696,9650,862,4581,2203,1709
8.008775774812918,8814,1346,6201,1750,1826
6.651455769808451,8730,1540,5831,2100,1639
8.328066521081595,9522,1338,5167,1720,1818
7.929316154742691,7919,1547,4808,2840,2395
6.885499752253954,6909,1515,6253,2473,2736
10.014894635648917,9876,1173,4760,2186,1855
8.922233082999895,10742,1038,4345,1678,1926
9.214482856575929,10203,882,4765,1582,2076
8.410781949017489,9424,823,4850,2359,2577
7.691436777330634,7661,949,6486,2371,1747
10.13544461535769,9048,1094,5866,2260,1300
9.111001127011487,8639,1059,6372,1586,2297
8.1848877928626,7722,1175,4784,2820,3067
8.205400576012119,9179,1184,5804,1637,1744
7.751293249711891,8939,918,6062,1595,2253
9.80081698211379,9774,986,5737,1527,1643
8.754958520715732,8468,1361,5315,2665,1928
7.027821136346725,9006,1200,5313,1806,1819
10.014557163648849,9368,1030,5146,2062,2039
8.705450977377023,6951,1681,5059,3197,2651
8.37722415065568,9073,1100,4631,2340,2761
7.775549696714118,9735,724,4764,1833,1896
6.113909670504573,8922,1313,5207,2766,1629
7.896281180621112,7162,886,6170,2601,2318
9.262013159501933,8598,1694,5926,1967,1538
