cycle_time,spt_policy,fifo_policy,hrrn_policy,longest_queue_policy,shortest_queue_policy
7.903085429525354,0,2203,2797,0,0
10.078827042895334,0,2175,2825,0,0
12.791511730164663,0,2216,2784,0,0
10.194285261916525,0,2206,2794,0,0
10.120797297252883,0,2190,2810,0,0
10.66213763456698,0,2170,2830,0,0
8.008219126610586,0,2126,2874,0,0
9.077379119428763,0,2264,2736,0,0
9.53375580517797,0,2179,2821,0,0
6.4604669860950725,0,2056,2944,0,0
8.052940236514564,0,2098,2902,0,0
9.29520200724787,0,2215,2785,0,0
10.51138095767323,0,2248,2752,0,0
8.109364206662063,0,2063,2937,0,0
8.713686738672504,0,2189,2811,0,0
11.570750087418055,0,2255,2745,0,0
9.933002396441854,0,2174,2826,0,0
9.096110515938875,0,2223,2777,0,0
14.816443707884527,0,2278,2722,0,0
8.784753681371951,0,2191,2809,0,0
9.0746074151569,0,2194,2806,0,0
8.599953446346708,0,2142,2858,0,0
9.301561774476719,0,2200,2800,0,0
10.068773612263133,0,2237,2763,0,0
9.769529994922975,0,2193,2807,0,0
7.713090495705919,0,2098,2902,0,0
9.87739240778807,0,2176,2824,0,0
9.732885986683392,0,2213,2787,0,0
9.795992774773433,0,2152,2848,0,0
7.977262771214391,0,2154,2846,0,0
8.886636629474314,0,2219,2781,0,0
8.526046078053016,0,2226,2774,0,0
8.017954609258863,0,2166,2834,0,0
9.733926515419148,0,2196,2804,0,0
10.38968380076251,0,2256,2744,0,0
7.16225028406755,0,2109,2891,0,0
9.079099560816207,0,2213,2787,0,0
10.72224656196912,0,2232,2768,0,0
11.843869601675467,0,2284,2716,0,0
10.870907594119338,0,2198,2802,0,0
10.905657842094602,0,2330,2670,0,0
8.362677168787306,0,2218,2782,0,0
7.569957940214085,0,2215,2785,0,0
9.857397936732726,0,2150,2850,0,0
8.388430403452244,0,2155,2845,0,0
8.303184719309408,0,2195,2805,0,0
8.998470823205821,0,2160,2840,0,0
7.692800272441657,0,2170,2830,0,0
7.168263615365444,0,2073,2927,0,0
11.38174670181265,0,2242,2758,0,0
7.905993177221639,0,2089,2911,0,0
9.236268348492176,0,2224,2776,0,0
7.06864700605324,0,2221,2779,0,0
8.544381050905054,0,2209,2791,0,0
10.476063395108794,0,2198,2802,0,0
9.420142779491687,0,2156,2844,0,0
10.91146206253851,0,2215,2785,0,0
8.168842566490225,0,2195,2805,0,0
7.055987805944095,0,2164,2836,0,0
9.74212004373304,0,2133,2867,0,0
9.52071414229795,0,2220,2780,0,0
8.300686857330323,0,2217,2783,0,0
10.124698679843135,0,2188,2812,0,0
9.473910029465843,0,2145,2855,0,0
8.735730595120927,0,2131,2869,0,0
11.248701430195185,0,2196,2804,0,0
8.05660437122419,0,2114,2886,0,0
9.024380358082189,0,2201,2799,0,0
8.347672607193159,0,2146,2854,0,0
9.575248560395474,0,2198,2802,0,0
11.587395170537244,0,2159,2841,0,0
11.918798412830684,0,2272,2728,0,0
10.1974225973637,0,2231,2769,0,0
9.68690758861477,0,2220,2780,0,0
8.324746381637775,0,2146,2854,0,0
11.58007780049475,0,2334,2666,0,0
7.932097748944868,0,2144,2856,0,0
8.189427934626966,0,2190,2810,0,0
10.241968558984162,0,2180,2820,0,0
10.860117996056314,0,2125,2875,0,0
9.458715601078694,0,2145,2855,0,0
10.137310931559039,0,2176,2824,0,0
8.068254020492516,0,2184,2816,0,0
8.976512742676313,0,2178,2822,0,0
14.427640054590176,0,2298,2702,0,0
9.339484934714035,0,2199,2801,0,0
10.253342523935345,0,2157,2843,0,0
16.91160440247821,0,2386,2614,0,0
10.330878400229205,0,2210,2790,0,0
10.016178800925658,0,2132,2868,0,0
7.856068720188926,0,2120,2880,0,0
12.026638482636155,0,2228,2772,0,0
8.01418166141283,0,2105,2895,0,0
7.974536711635768,0,2145,2855,0,0
11.532686191300447,0,2235,2765,0,0
7.379998581633623,0,2166,2834,0,0
10.387711303448347,0,2291,2709,0,0
10.166525829018571,0,2129,2871,0,0
11.95300842908646,0,2156,2844,0,0
11.071156081464904,0,2287,2713,0,0
9.790373967195661,0,2175,2825,0,0
6.754177574498086,0,2137,2863,0,0
8.466516154337066,0,2207,2793,0,0
11.500112670729584,0,2261,2739,0,0
9.651929976735175,0,2221,2779,0,0
8.126053067344646,0,2158,2842,0,0
9.791383141463555,0,2127,2873,0,0
8.816306096449123,0,2112,2888,0,0
6.90018262432173,0,2082,2918,0,0
10.098499451213437,0,2194,2806,0,0
9.35941731118067,0,2230,2770,0,0
9.79180168569612,0,2160,2840,0,0
8.593716323165951,0,2189,2811,0,0
9.819286854371818,0,2191,2809,0,0
8.798181454604526,0,2187,2813,0,0
9.554507000534121,0,2183,2817,0,0
8.189916839038487,0,2150,2850,0,0
9.73642894159446,0,2226,2774,0,0
10.558505307279487,0,2161,2839,0,0
11.456874918665791,0,2163,2837,0,0
10.944813184324131,0,2235,2765,0,0
