cycle_time,spt_policy,fifo_policy,shortest_queue_policy,longest_queue_policy,postpone
19.68899426673716,1008,0,0,992,0
18.11625774691209,963,0,0,1037,0
17.813765777541985,946,0,0,1054,0
18.240657582153418,956,0,0,1044,0
21.49561450423551,968,0,0,1032,0
18.228459925734573,949,0,0,1051,0
24.052618291474978,994,0,0,1006,0
12.041621240494296,931,0,0,1069,0
10.633838512412778,911,0,0,1089,0
20.375621793389776,973,0,0,1027,0
15.402550783986603,944,0,0,1056,0
16.986163436850543,977,0,0,1023,0
17.347195140488182,951,0,0,1049,0
44.40537747588037,970,0,0,1030,0
18.61609638528984,964,0,0,1036,0
10.817149824682845,904,0,0,1096,0
18.07692471522221,986,0,0,1014,0
11.153822450237357,935,0,0,1065,0
12.809097244558457,950,0,0,1050,0
15.295248660454291,954,0,0,1046,0
32.352305840685574,1000,0,0,1000,0
14.72760129504302,958,0,0,1042,0
15.321715593758183,960,0,0,1040,0
35.81686910476457,995,0,0,1005,0
10.28708049817396,889,0,0,1111,0
16.416699124948998,974,0,0,1026,0
13.118412875739066,954,0,0,1046,0
15.261604225288501,941,0,0,1059,0
15.042784468539892,974,0,0,1026,0
37.536161377981614,970,0,0,1030,0
26.238328428265426,979,0,0,1021,0
30.114098219287147,973,0,0,1027,0
10.726634423748232,934,0,0,1066,0
20.563975714329228,938,0,0,1062,0
20.057127040817637,951,0,0,1049,0
16.436228470880057,944,0,0,1056,0
21.69600904048409,956,0,0,1044,0
11.53476078024022,921,0,0,1079,0
32.774754306992556,926,0,0,1074,0
44.902610670265304,1013,0,0,987,0
22.87419747661678,935,0,0,1065,0
16.866526567213523,945,0,0,1055,0
10.321958942251896,963,0,0,1037,0
16.67579302071111,985,0,0,1015,0
17.256813647398126,987,0,0,1013,0
18.924690256790285,971,0,0,1029,0
21.112003588432376,929,0,0,1071,0
15.337923240707221,926,0,0,1074,0
13.700587328793286,979,0,0,1021,0
11.017244643310159,903,0,0,1097,0
29.623895061085815,974,0,0,1026,0
16.37134373414741,959,0,0,1041,0
23.734357251278553,970,0,0,1030,0
29.168284169952784,968,0,0,1032,0
17.893264972768726,958,0,0,1042,0
25.296392089873553,990,0,0,1010,0
18.999698111752938,967,0,0,1033,0
17.42760758634153,962,0,0,1038,0
16.937589065960445,922,0,0,1078,0
22.83739779064368,955,0,0,1045,0
20.48839573366852,984,0,0,1016,0
13.60488367807481,955,0,0,1045,0
19.816046649359855,956,0,0,1044,0
18.0165346056891,957,0,0,1043,0
25.083300052144878,939,0,0,1061,0
13.700981252632772,937,0,0,1063,0
20.103173229456296,926,0,0,1074,0
19.34732467010952,965,0,0,1035,0
20.005901449404135,967,0,0,1033,0
30.561476040739027,970,0,0,1030,0
27.8931225854332,977,0,0,1023,0
23.47816112068099,957,0,0,1043,0
28.447885003307935,968,0,0,1032,0
