cycle_time,spt_policy,fifo_policy,hrrn_policy,longest_queue_policy,shortest_queue_policy
5.3719433369958995,2063,897,0,2040,0
6.180364062703564,2175,656,0,2169,0
5.030709129570843,2014,852,0,2134,0
5.761208016504334,2079,697,0,2224,0
5.69509368871711,2135,792,0,2073,0
5.439073500852968,2036,881,0,2083,0
5.538069930584587,2108,798,0,2094,0
4.963276762709202,2058,848,0,2094,0
5.7076363057916115,2094,724,0,2182,0
5.4484390730538665,2076,790,0,2134,0
5.666155621082507,2036,837,0,2127,0
6.19260538181102,2143,761,0,2096,0
5.527229772439289,2037,924,0,2039,0
5.837943671643499,2092,888,0,2020,0
5.253924531052539,2040,881,0,2079,0
5.508396815055034,2090,799,0,2111,0
5.723440772802082,2118,759,0,2123,0
5.4892971854248245,2017,868,0,2115,0
5.405127635151541,1985,884,0,2131,0
4.884161512483567,2022,867,0,2111,0
5.103747608560669,2081,878,0,2041,0
6.742456136804625,2113,785,0,2102,0
5.823261465507143,2087,767,0,2146,0
5.079870301557166,2025,862,0,2113,0
5.710376093466398,2123,773,0,2104,0
6.0318218320993084,2043,809,0,2148,0
5.580980316392842,2052,900,0,2048,0
6.656251421916456,2133,742,0,2125,0
5.332462324825451,2062,826,0,2112,0
5.432678304501995,2098,760,0,2142,0
5.181566399628487,2077,798,0,2125,0
5.1017579153322234,1954,958,0,2088,0
5.786753683910272,2057,797,0,2146,0
5.828959068234575,2067,738,0,2195,0
5.627521415638033,2085,784,0,2131,0
5.812474780349189,2101,775,0,2124,0
5.6360997051315325,2020,830,0,2150,0
6.168383147862377,2220,597,0,2183,0
5.4820592755505215,2054,852,0,2094,0
5.639706107120889,2081,817,0,2102,0
5.8460761904670875,2025,815,0,2160,0
5.301862943268228,2063,878,0,2059,0
6.296725379295466,2130,739,0,2131,0
5.81953637214174,2138,741,0,2121,0
5.716257044683487,2024,755,0,2221,0
5.499372824074583,2102,818,0,2080,0
5.624874179313388,2104,737,0,2159,0
5.781403098664469,2036,834,0,2130,0
5.453214294938196,2089,792,0,2119,0
5.3460552968295545,2102,769,0,2129,0
5.2786939350838615,2009,876,0,2115,0
5.165908394497575,2062,875,0,2063,0
5.598134058543992,2060,817,0,2123,0
5.728381951962619,2046,797,0,2157,0
5.662060886027913,2027,806,0,2167,0
5.036953603149276,2039,883,0,2078,0
5.82627718821724,2225,699,0,2076,0
5.381130075400966,2069,856,0,2075,0
5.632690014398011,2068,750,0,2182,0
5.38797549430785,2071,842,0,2087,0
5.757042142463101,2027,794,0,2179,0
6.199179898817546,2074,772,0,2154,0
6.081569480129197,2064,765,0,2171,0
5.495169905922082,2016,817,0,2167,0
5.608452728050297,2003,848,0,2149,0
5.682481357929763,2073,848,0,2079,0
4.960642771289434,2034,890,0,2076,0
5.392203664078884,2096,816,0,2088,0
5.618195218660355,2089,778,0,2133,0
5.129012951033719,2087,828,0,2085,0
5.301822349978997,2096,835,0,2069,0
6.056792125704581,2138,746,0,2116,0
5.330821868310909,2056,847,0,2097,0
5.9133462277846,2053,796,0,2151,0
5.428108680686126,2020,864,0,2116,0
5.856535108092263,2166,695,0,2139,0
5.965449081089174,2064,758,0,2178,0
6.3333728679700645,2153,639,0,2208,0
6.2926201331067295,2178,761,0,2061,0
5.427127679202287,2098,839,0,2063,0
5.8373273349180295,2067,760,0,2173,0
5.324374613487524,2079,786,0,2135,0
5.863400929518697,2113,768,0,2119,0
5.835259376513303,2055,779,0,2166,0
5.858934739826839,2065,776,0,2159,0
5.571730510248589,2049,835,0,2116,0
5.876935480287708,2073,845,0,2082,0
5.0733222247502825,2007,839,0,2154,0
5.045345853874181,2064,861,0,2075,0
6.130494149031217,2098,780,0,2122,0
6.508547441843525,2177,698,0,2125,0
5.885428591697817,2092,746,0,2162,0
6.876638549569809,2110,751,0,2139,0
5.670701014475264,2106,772,0,2122,0
