cycle_time,spt_policy,fifo_policy,random_policy
9.04690378483802,2488,2512,0
10.556661293055383,2487,2513,0
10.878500660059343,2503,2497,0
10.737564176169098,2536,2464,0
9.309477950768084,2520,2480,0
14.421622559369862,2447,2553,0
12.612028307596528,2493,2507,0
9.70268748687212,2531,2469,0
11.64695383863633,2385,2615,0
15.110604146256815,2421,2579,0
9.81830983821352,2586,2414,0
11.478695832384137,2552,2448,0
11.20640820202274,2457,2543,0
12.022316612381578,2455,2545,0
13.453688280163927,2498,2502,0
12.077736232945488,2539,2461,0
15.036652749237552,2500,2500,0
9.690223443455116,2582,2418,0
12.54618866446295,2439,2561,0
11.093041279192503,2534,2466,0
16.34249463367804,2502,2498,0
14.035527676877583,2464,2536,0
10.554256041487323,2489,2511,0
10.43714993305136,2537,2463,0
10.717489643056863,2481,2519,0
19.837432280802332,2470,2530,0
11.592220027259211,2468,2532,0
10.94961906860442,2456,2544,0
13.049239690668477,2511,2489,0
12.99463509228599,2426,2574,0
10.400935882786198,2485,2515,0
12.323511589577459,2439,2561,0
10.904960050893013,2545,2455,0
9.94141339427226,2550,2450,0
11.368032350990553,2505,2495,0
9.867748937514207,2511,2489,0
10.687811418598233,2517,2483,0
14.14954246132683,2512,2488,0
12.955422927689966,2436,2564,0
13.986022947587669,2453,2547,0
8.495075495416854,2562,2438,0
10.679414898876477,2464,2536,0
11.238555139399802,2493,2507,0
9.032392095202328,2533,2467,0
8.51149613813028,2586,2414,0
20.017000874504696,2404,2596,0
13.561382521831769,2469,2531,0
9.713204101910089,2519,2481,0
12.708188533261813,2464,2536,0
20.4883600490471,2437,2563,0
12.341969179040165,2447,2553,0
10.288611774078477,2564,2436,0
11.722056458853803,2492,2508,0
13.228490379681613,2547,2453,0
11.330505737127579,2476,2524,0
11.733578288368825,2408,2592,0
11.279302935240493,2445,2555,0
12.19615804076601,2558,2442,0
11.240414988062597,2431,2569,0
14.47843868151248,2434,2566,0
10.475555502685912,2407,2593,0
12.68121178119453,2506,2494,0
10.927157986262243,2504,2496,0
11.770902922276903,2449,2551,0
20.138098096428223,2419,2581,0
16.3968239132266,2415,2585,0
10.265849767090357,2490,2510,0
10.083233597628174,2436,2564,0
17.489631697686903,2472,2528,0
11.688731909834122,2566,2434,0
17.07149482002891,2452,2548,0
9.962770805446269,2516,2484,0
16.012021961772923,2432,2568,0
13.112824466587355,2542,2458,0
10.19330369884383,2561,2439,0
10.452940707925196,2485,2515,0
12.739855251271303,2538,2462,0
11.30407943236622,2496,2504,0
12.071875190422944,2480,2520,0
15.900227604945504,2562,2438,0
9.567272817180553,2412,2588,0
10.421167713755835,2518,2482,0
11.094604297848306,2540,2460,0
14.059645084553377,2475,2525,0
10.96126933252183,2574,2426,0
11.756495679591676,2511,2489,0
14.257482709796989,2494,2506,0
12.191125273964731,2505,2495,0
10.837281295946317,2553,2447,0
13.799294892446325,2444,2556,0
14.255844683685305,2432,2568,0
10.807284804305548,2506,2494,0
12.211240173846946,2423,2577,0
11.64760631393623,2512,2488,0
12.32903993250753,2458,2542,0
12.924007723646183,2482,2518,0
12.088738521529311,2511,2489,0
10.890272522034591,2532,2468,0
11.036469720235715,2529,2471,0
11.296083545093305,2552,2448,0
9.968723516759564,2511,2489,0
13.120729230927571,2568,2432,0
13.878963848227505,2475,2525,0
11.311275843953064,2402,2598,0
12.523621707700547,2509,2491,0
10.777349317563107,2463,2537,0
12.928931418850192,2463,2537,0
9.802940282153594,2461,2539,0
11.240965112894546,2599,2401,0
14.908460776320213,2485,2515,0
10.39355623656912,2494,2506,0
11.003289782380923,2376,2624,0
10.389536253764764,2495,2505,0
14.894155304564599,2505,2495,0
10.859573223796929,2506,2494,0
11.55195382598373,2501,2499,0
11.981808639030607,2419,2581,0
14.292871380424357,2385,2615,0
12.043415147258274,2474,2526,0
12.788516459915153,2505,2495,0
13.94122522933755,2506,2494,0
17.523259727969016,2481,2519,0
9.462819877810967,2583,2417,0
9.246254378632665,2553,2447,0
9.913799046826075,2524,2476,0
12.71732566476113,2415,2585,0
9.308439178048722,2557,2443,0
13.121056873443711,2527,2473,0
12.036660605393909,2479,2521,0
14.467344969387382,2423,2577,0
14.501928117896881,2520,2480,0
13.757714736854739,2441,2559,0
11.815783229858578,2473,2527,0
12.326861475871592,2534,2466,0
12.030638696882715,2497,2503,0
9.024081940722581,2506,2494,0
12.12726513979074,2476,2524,0
15.261071315934448,2462,2538,0
9.809621928469996,2543,2457,0
15.809581188725677,2500,2500,0
11.662405343320808,2502,2498,0
14.558422879462933,2435,2565,0
8.049462301389973,2560,2440,0
12.699338233524971,2503,2497,0
9.736739778044132,2525,2475,0
12.53672381893147,2511,2489,0
12.263440421970756,2502,2498,0
10.724432449505764,2424,2576,0
12.485328775123717,2529,2471,0
11.363443104496824,2480,2520,0
18.42303016973827,2550,2450,0
11.005558049240614,2459,2541,0
11.551416210456157,2482,2518,0
11.755073118112012,2445,2555,0
10.654018469922455,2580,2420,0
12.811796294276313,2555,2445,0
10.323825911532305,2426,2574,0
12.74679260051056,2461,2539,0
9.155020946053757,2609,2391,0
10.364482316284299,2482,2518,0
11.023985738832035,2492,2508,0
11.43215224349779,2527,2473,0
14.559786611457861,2467,2533,0
9.317282640346498,2519,2481,0
14.356982846269279,2495,2505,0
17.919196897327986,2430,2570,0
12.4983813187691,2491,2509,0
16.259693070971963,2460,2540,0
13.60569840794472,2505,2495,0
10.363502180502305,2446,2554,0
10.21364865654283,2529,2471,0
14.765210206094256,2469,2531,0
11.982652467516912,2528,2472,0
10.729383028298995,2540,2460,0
10.90357471417136,2464,2536,0
8.831027265778477,2576,2424,0
10.897180231819059,2511,2489,0
12.171981796035887,2469,2531,0
10.807622272011969,2516,2484,0
9.752663827821417,2469,2531,0
11.336859414208554,2572,2428,0
11.422729721805888,2454,2546,0
11.853065338216183,2447,2553,0
9.415916680863845,2484,2516,0
8.137855534390471,2534,2466,0
11.057168278415407,2466,2534,0
14.87798495900669,2471,2529,0
9.983032989638025,2529,2471,0
12.34624576036888,2550,2450,0
11.951497220289124,2502,2498,0
9.946311828603843,2536,2464,0
12.509830123059302,2440,2560,0
10.777080559920051,2498,2502,0
10.419062457085307,2453,2547,0
10.948829625236034,2406,2594,0
10.243508467419497,2552,2448,0
10.928806226380056,2474,2526,0
14.657301642192936,2507,2493,0
12.451490104936736,2471,2529,0
13.02282066286923,2500,2500,0
11.434436949436424,2506,2494,0
10.252859328046497,2525,2475,0
