cycle_time,spt_policy,fifo_policy,shortest_queue_policy,longest_queue_policy,postpone
9.723874133097091,0,2000,0,0,0
7.539350826089362,0,2000,0,0,0
6.877900498057188,0,2000,0,0,0
10.483028467081292,0,2000,0,0,0
9.434975036730576,0,2000,0,0,0
9.84634212468362,0,2000,0,0,0
8.787764478919645,0,2000,0,0,0
9.990733870798282,0,2000,0,0,0
8.769780576188094,0,2000,0,0,0
7.126427682698789,0,2000,0,0,0
10.73803253819563,0,2000,0,0,0
12.747271681325042,0,2000,0,0,0
9.003734413918,0,2000,0,0,0
9.082834511319952,0,2000,0,0,0
7.382126338205509,0,2000,0,0,0
6.765475310573391,0,2000,0,0,0
10.690947879923744,0,2000,0,0,0
10.185219088668301,0,2000,0,0,0
8.956385191285511,0,2000,0,0,0
8.77723127707916,0,2000,0,0,0
8.437598052404255,0,2000,0,0,0
7.833810940189651,0,2000,0,0,0
7.914627070142978,0,2000,0,0,0
7.536651457665089,0,2000,0,0,0
10.284286120834816,0,2000,0,0,0
8.927908037094523,0,2000,0,0,0
8.123673409782768,0,2000,0,0,0
10.660814186477577,0,2000,0,0,0
7.827413162613479,0,2000,0,0,0
6.959031727648537,0,2000,0,0,0
10.348178017652797,0,2000,0,0,0
12.166177639973487,0,2000,0,0,0
11.064630668429288,0,2000,0,0,0
7.654676378895368,0,2000,0,0,0
7.53280717232249,0,2000,0,0,0
9.710508709950787,0,2000,0,0,0
6.660420907082822,0,2000,0,0,0
13.118641716186373,0,2000,0,0,0
8.406784345425313,0,2000,0,0,0
7.87546839287487,0,2000,0,0,0
9.535748416878999,0,2000,0,0,0
7.939974562990971,0,2000,0,0,0
8.056553668024769,0,2000,0,0,0
10.702200863576659,0,2000,0,0,0
8.163314719616036,0,2000,0,0,0
8.053670464177957,0,2000,0,0,0
7.691987113167084,0,2000,0,0,0
8.339746136223713,0,2000,0,0,0
8.733505597191732,0,2000,0,0,0
7.762332130530497,0,2000,0,0,0
9.736512034559762,0,2000,0,0,0
9.112153257166028,0,2000,0,0,0
7.322169079345216,0,2000,0,0,0
10.476548135159844,0,2000,0,0,0
9.96418759273567,0,2000,0,0,0
6.126877441435021,0,2000,0,0,0
8.836614198862247,0,2000,0,0,0
10.732868792185988,0,2000,0,0,0
16.127654551811617,0,2000,0,0,0
8.53344685570384,0,2000,0,0,0
9.162742653924024,0,2000,0,0,0
9.912983189418767,0,2000,0,0,0
6.370971970433133,0,2000,0,0,0
8.67616732616169,0,2000,0,0,0
8.947091348294702,0,2000,0,0,0
14.056156027942215,0,2000,0,0,0
8.612156116964176,0,2000,0,0,0
8.581323085331455,0,2000,0,0,0
8.102538031626594,0,2000,0,0,0
9.674769161186719,0,2000,0,0,0
11.606458448837076,0,2000,0,0,0
9.006255862674498,0,2000,0,0,0
9.358190851598444,0,2000,0,0,0
8.471048765451034,0,2000,0,0,0
7.524197925124826,0,2000,0,0,0
7.756538030806225,0,2000,0,0,0
10.272938359555928,0,2000,0,0,0
7.408303396125429,0,2000,0,0,0
8.884120690363103,0,2000,0,0,0
7.534669713467222,0,2000,0,0,0
8.010080556321514,0,2000,0,0,0
8.970635956688357,0,2000,0,0,0
8.595244222944256,0,2000,0,0,0
11.651546740326422,0,2000,0,0,0
10.104039970434453,0,2000,0,0,0
6.114586057415848,0,2000,0,0,0
12.256169854607514,0,2000,0,0,0
12.469926495414779,0,2000,0,0,0
9.407801896588637,0,2000,0,0,0
9.134867982620143,0,2000,0,0,0
9.751829641898906,0,2000,0,0,0
14.22759273515435,0,2000,0,0,0
7.279608149040554,0,2000,0,0,0
8.761272041495891,0,2000,0,0,0
12.295326551032458,0,2000,0,0,0
8.488994840456296,0,2000,0,0,0
11.044474836261985,0,2000,0,0,0
8.390777987837259,0,2000,0,0,0
7.798665609733565,0,2000,0,0,0
8.36577567655773,0,2000,0,0,0
10.740860647362432,0,2000,0,0,0
9.00136465097774,0,2000,0,0,0
6.93996172610737,0,2000,0,0,0
10.78106381830962,0,2000,0,0,0
6.8103434237624985,0,2000,0,0,0
9.988062736275571,0,2000,0,0,0
9.848432065505543,0,2000,0,0,0
6.099377147208322,0,2000,0,0,0
8.201665373622095,0,2000,0,0,0
9.35025263964027,0,2000,0,0,0
10.895909438153003,0,2000,0,0,0
8.59400154644238,0,2000,0,0,0
9.19954650404525,0,2000,0,0,0
17.247819114892387,0,2000,0,0,0
9.309073331184306,0,2000,0,0,0
12.489964554022336,0,2000,0,0,0
8.085048625702642,0,2000,0,0,0
12.364480264061974,0,2000,0,0,0
7.353848282428003,0,2000,0,0,0
8.658975460954284,0,2000,0,0,0
7.1620571463219616,0,2000,0,0,0
18.24836334730019,0,2000,0,0,0
8.377791579028383,0,2000,0,0,0
11.613017576226405,0,2000,0,0,0
10.736940362405075,0,2000,0,0,0
11.14969121428564,0,2000,0,0,0
8.19067816289033,0,2000,0,0,0
10.627341817642465,0,2000,0,0,0
9.648668864032638,0,2000,0,0,0
7.523138796356805,0,2000,0,0,0
8.49016309034993,0,2000,0,0,0
5.413794759976146,0,2000,0,0,0
6.733336653193445,0,2000,0,0,0
7.475252397391996,0,2000,0,0,0
12.592285431539903,0,2000,0,0,0
8.89941513788328,0,2000,0,0,0
12.166370049866016,0,2000,0,0,0
11.14040041570502,0,2000,0,0,0
9.235303144499587,0,2000,0,0,0
10.250281583994418,0,2000,0,0,0
9.279407976906919,0,2000,0,0,0
6.020213196155891,0,2000,0,0,0
19.127526983029895,0,2000,0,0,0
8.336169258099032,0,2000,0,0,0
8.661850231321514,0,2000,0,0,0
8.305925422142911,0,2000,0,0,0
7.162518653182463,0,2000,0,0,0
6.849307747789951,0,2000,0,0,0
7.38601524973658,0,2000,0,0,0
7.026530611853925,0,2000,0,0,0
