cycle_time,spt_policy,fifo_policy,shortest_queue_policy,longest_queue_policy,postpone
6.8884434744188345,1,1988,10,1,0
9.766532278472335,4,1980,16,0,0
10.07548856204092,6,1977,15,2,0
9.094901782430847,8,1975,16,1,0
9.688715023535067,6,1980,10,4,0
8.788978202215258,5,1978,14,3,0
9.260131942033306,3,1987,8,2,0
10.03511656011806,6,1975,18,1,0
11.95592099529051,6,1974,17,3,0
9.858824613770281,3,1982,12,3,0
6.886646003239796,6,1978,9,7,0
7.804671537655301,5,1978,13,4,0
9.802830521063743,4,1983,9,4,0
6.571922839248111,3,1976,16,5,0
10.248516356678167,5,1977,15,3,0
9.691970678666902,5,1979,11,5,0
10.050392630375875,7,1972,19,2,0
11.440114234503902,7,1977,13,3,0
6.904084244448351,6,1977,16,1,0
9.165855872146688,2,1980,13,5,0
8.023237745204773,5,1981,11,3,0
9.708909410839501,6,1974,18,2,0
7.718244990489512,5,1987,7,1,0
6.077407485314778,6,1971,23,0,0
12.331133720137734,3,1985,9,3,0
8.345981493893008,6,1978,13,3,0
9.845633455386245,6,1982,11,1,0
8.031781357244878,5,1984,8,3,0
8.587383480786505,5,1985,6,4,0
11.910858300107078,6,1969,20,5,0
7.42822589272829,10,1975,12,3,0
12.659031565516996,5,1983,12,0,0
11.121177800484126,6,1966,25,3,0
9.092251935697131,5,1979,12,4,0
10.74845445556848,2,1979,15,4,0
7.185848041615364,3,1982,13,2,0
8.334313948795302,6,1980,12,2,0
8.90754754619896,5,1981,13,1,0
7.265659685371017,7,1981,11,1,0
14.746078117838028,8,1976,16,0,0
9.114104510769584,6,1983,8,3,0
15.670467020528971,8,1967,21,4,0
6.412774001810567,4,1974,19,3,0
8.86952890461345,2,1975,19,4,0
9.549384733512564,5,1971,19,5,0
9.383163243408548,8,1977,13,2,0
9.016094080596007,2,1978,18,2,0
10.021611751018458,3,1980,12,5,0
10.941982596418832,3,1980,12,5,0
11.768552255281534,5,1978,14,3,0
12.830564374650724,6,1979,12,3,0
10.970051027631296,4,1984,7,5,0
10.117722531555984,6,1972,18,4,0
8.069482929515448,6,1980,10,4,0
6.6216407496783924,9,1976,11,4,0
7.810625727465396,8,1972,20,0,0
13.513088896656601,4,1978,17,1,0
7.926573344553754,5,1979,15,1,0
10.40971539376732,2,1981,16,1,1
9.086042740619721,7,1976,13,4,0
6.980195198338099,4,1978,13,5,0
10.269206451031478,4,1984,10,2,0
7.043401539354778,7,1973,16,4,0
10.250916839010724,7,1980,13,0,0
11.584340743562029,5,1979,15,1,0
7.562557831491261,6,1979,15,0,0
12.189030223937985,4,1972,23,1,0
8.799497222622193,2,1980,13,5,0
8.0756716655513,5,1979,13,3,0
7.032505826807,1,1986,11,2,0
9.07277157318792,1,1980,14,5,0
9.990964389511115,9,1974,13,4,0
7.033927605465929,7,1976,13,4,0
9.138435273130366,1,1986,11,2,0
11.979197792312368,9,1964,23,4,0
10.692470917863579,2,1977,15,6,0
12.189570023426702,9,1978,12,1,0
7.7055743153886205,5,1984,10,1,0
12.470165233037273,8,1977,12,3,0
5.975294565114833,5,1982,13,0,0
7.038490360544765,1,1980,16,3,0
6.950550737334761,2,1982,13,3,0
13.247942355392837,5,1974,19,2,0
9.575443080830292,9,1978,11,2,0
8.533898042701477,1,1982,14,3,0
9.135200028422483,4,1972,17,7,0
9.867449268439662,5,1974,17,4,0
8.82183279946995,8,1966,20,6,0
7.602147755917801,4,1990,4,2,0
8.613441248000404,8,1979,10,3,0
7.624090379888183,9,1967,18,6,0
9.387863287901265,4,1979,14,3,0
7.122421064232563,3,1982,11,4,0
9.02278558738319,11,1972,14,3,0
7.03812598996708,2,1989,8,1,0
8.473994169336857,6,1981,13,0,0
9.412598535417343,9,1969,16,6,0
10.095602191217425,6,1979,14,1,0
5.958142364288273,7,1982,9,2,0
8.388082552805438,4,1981,12,3,0
13.009133801018963,5,1972,21,2,0
8.075776752358612,5,1976,17,2,0
16.729298571841206,7,1978,14,1,0
9.116474129122516,5,1976,16,3,0
12.099791729081183,6,1977,13,4,0
10.18233595741101,6,1985,7,2,0
8.021959273357636,6,1982,10,2,0
10.19915738555629,2,1982,15,1,0
7.836729927988625,3,1980,12,5,0
10.629472211303591,3,1978,16,3,0
12.738885320150166,8,1972,14,6,0
9.646815483861673,8,1973,15,4,0
12.490576560505488,6,1982,11,1,0
7.418970278582778,7,1975,13,5,0
10.032798631192383,6,1982,9,3,0
7.301066436728426,4,1983,12,1,0
13.891212105861388,8,1975,15,2,0
8.188301126409746,5,1971,16,8,0
7.977713473812557,6,1979,15,0,0
9.217998305042348,7,1982,11,0,0
10.097541701437944,6,1981,10,3,0
6.667281696968582,5,1976,14,5,0
9.107833346380119,2,1987,8,3,0
9.254206353031986,4,1983,12,1,0
5.718137250771466,4,1972,17,7,0
9.7851118314779,5,1976,14,5,0
7.620692769131302,3,1981,12,4,0
9.653462552288705,6,1972,19,3,0
7.4542307118431745,7,1973,16,4,0
8.758217500204346,4,1980,15,1,0
12.883179398589757,5,1983,8,4,0
8.52708473861629,4,1978,17,1,0
8.270499784318552,9,1974,13,4,0
12.380706892930219,7,1973,19,1,0
11.580269271080253,5,1972,23,0,0
7.920982484233215,5,1977,18,0,0
7.072876119962737,7,1980,11,2,0
7.223376833604155,7,1974,18,1,0
10.556360876680413,4,1977,16,3,0
10.716067710653197,8,1968,19,5,0
8.699970884090556,5,1981,13,1,0
11.70000963183782,5,1978,14,3,0
9.989376194685274,9,1977,11,3,0
10.080258559140113,6,1979,14,1,0
9.42117482445903,3,1978,17,2,0
